Title|Company|County|Salary|Category|JobDescription|Experience|Education|Major|Language|Skills|Others|Url
['東南亞金融科技發展', '商業分析師', '數數發中心,', 'DDT']|['國泰金控', '國泰金融控股股份有限公司']|台北市|['30000', '90000']|['金融研究員 ', '產品企劃開發人員 ', '其他專案管理師 ']|"(1) 規劃與設計以「數據驅動」為核心之商業解決方案，並整合跨單位業務合作以實務落地。
(2) 分析金控或子公司之數據資料，洞察商業問題，提出符合業務專業的顧問建議。
(3) 建置預測模型／演算法，預測商機、風險或行為屬性，協助達成商業決策或提升效率。
(4) 執行與推動分析型專案的進行／籌劃，有效組織／配合團隊合作完成專案任務。

(1) Planning and designing business solutions with ""data-driven"" as the core, and integrating cross business unit cooperation for practical implementation.
(2) Analyze the data of financial holdings or subsidiaries, to gain insights into business issues, and put forth consulting recommendations that meet the business needs.
(3) Establish predictive models/algorithms to predict business opportunities, risks or behavioral attributes, and assist in achieving business decisions or improving efficiency.
(4) Execute and promote to conduct /plan analytical projects, and effectively organize/cooperate with the team to complete project tasks.

國泰金控為台灣領先金融服務業者，致力於成為亞洲最佳金融機構。服務客戶數最多；資產與業績表現，更穩坐業界龍頭；並積極布局亞洲，為拓展東協市場速度最快且據點最多之銀行。其數位暨數據發展中心(DDT, Digital data & Technology) 是國泰金控數位轉型之重要推動引擎，帶領旗下各子集團在這波數位潮流改革邁進。部門團隊由各領域菁英所組成，成員背景多元，橫跨金融產業、管理顧問、網路科技、時尚旅遊、數位行銷、新創科技等各領域。你將有機會與業界頂尖人才共事，共同實現數位新世代前所未有的可能。我們廣納優秀的專業人才，也打造開放溝通的工作環境。因為我們相信，唯有在開放式的團隊文化，才激得起最熱烈的革命火花。金融科技已在改變世界，加入國泰金控，你將有機會改變臺灣金融發展史。

Cathay Financial Holdings is a leading financial institution incorporated in Taiwan and we are committed to become the best financial institution in Asia in long run.  The Digital Data & Technology (DDT) department are established few years ago, in order to drive the digital transformation of Cathay's Group in a revolutionary way alongside with the global digital trends.  DDT are formed with a group of experts from finance, consulting, internet technology, digital marketing, startup and cutting-edge technology backgrounds. 

You'll have an opportunity to collaborate with the industry's top players by joining us, as we are moving into a new digital age of unprecedented possibilities.  We have established an open communication environment in our working culture, which is suitable for inviting experts from all industries.  We believe that revolutionary innovation only exists in an open team culture and work environment.

FinTechs are changing the world!  Join Cathay and seize the opportunity be part of this revolutionary moment in Taiwan's financial history."|['2年以上']|['大學', '碩士']|['不拘']|['英文', '--', '聽', '/精通', '說', '/精通']|['不拘']|"(1) 具備保險或銀行業專業知識者
(2) 具 SQL 資料庫程式撰寫能力
(3) 具 Python 程式分析能力
(4) 熟悉資料分析、統計模型、機器學習演算法經驗者
(5) 個性主動積極、抗壓性高、溝通技巧佳、團隊配合度高、具邏輯思考及簡報能力
(6) 可接受出差或派駐海外

(1) Experience in banking or insurance industries / professions
(2) Familiar with SQL database programming.
(3) Familiar with Python program development.
(4) Experience in data analysis, statistics, machine learning, model developemnet, etc..
(5) Active personality, high stress resistance, good communication skills, team player, and possesses logical & cirtical thinking skills
(6) Open to overseas assignments or business trips."|https://www.104.com.tw/job/7aflm?jobsource=jolist_c_relevance
['金融研究員']|['統一證券投資信託股份有限公司']|台北市|['待遇面議', '4 萬元']|['金融研究員 ']|"1. 協助主管相關新產品研究調查及指數模擬回測等
2. 製作相關報表
3. 主管交辦事項"|['不拘']|['碩士']|['不拘']|['英文', '--', '聽', '/中等', '說', '/中等']|['不拘']|"1. 程式撰寫能力
2. 需有投信投顧業務員證照
3. 具有熱忱、積極、認真的工作態度
"|https://www.104.com.tw/job/7jctk?jobsource=jolist_a_relevance
['元大銀行', '數位金融部', '客群經營暨數據分析人員', '元大證券', '元大銀']|['元大金融控股股份有限公司', '元大金控']||['待遇面議', '4 萬元']|['市場調查', '市場分析 ', '行銷企劃助理 ']|"•數位客群經營與樣貌分析
•客群行銷活動規劃與執行
•營運指標數據管理及分析
•資料處理、模型建置
•洞察多元數據、協助商機探索"|['1年以上']|['大學以上']|['不拘']|['英文', '--', '聽', '/中等', '說', '/中等']|['不拘']|"•具數據分析1年以上相關工作經驗。
•熟悉SQL與Python。
•熟悉office，擅長excel運用與簡報製作與報告。
•邏輯性強，擅長溝通協調，主動學習、具溝通能力與執行力。"|https://www.104.com.tw/job/7cogh?jobsource=jolist_a_relevance
['商業數據分析師', 'BA/Business', 'Analyst', '數據科技', '數數發中心,', 'DDT']|['國泰金控', '國泰金融控股股份有限公司']|台北市|['30000', '90000']|['統計精算人員 ', '產品企劃開發人員 ', '其他專案管理師 ']|"1. 規劃與設計以「數據驅動」為核心之商業解決方案，並整合跨單位業務合作以實務落地
2. 分析金控或子公司之數據資料，洞察客戶行為/屬性，提出符合業務專業的顧問建議
3. 建置預測模型/演算法，預測客戶商機、風險或行為屬性，協助達成商業決策或提升效率
4. 執行與推動分析型專案的進行，有效組織/配合團隊合作完成專案分析任務

(本職務配合公司數據團隊布局策略，若有必要時需至子公司輪調或任務支援)"|['3年以上']|['大學以上']|['不拘']|['不拘']|['不拘']|"1. 具 SQL 資料庫程式撰寫能力
2. 熟悉 Python、R、SAS 程式分析能力
3. 熟悉資料分析、統計模型、機器學習演算法經驗者
4. 具備銀行、壽險、產險或電商等產業專業知識者佳
5. 邏輯能力佳 (重要)、主動積極，抗壓性高，溝通技巧佳，具簡報能力"|https://www.104.com.tw/job/6l49y?jobsource=jolist_a_relevance
['總經研究員']|['富邦金融控股股份有限公司']|台北市|['待遇面議', '4 萬元']|['金融研究員 ']|"職位目的：
深入研究國內外經濟趨勢及市場動向，提供專業諮詢服務。

重要職責/工作內容：
1.	負責行程安排，處理一般行政事務
2.	蒐集整理經濟金融數據，協助準備講稿資料，撰寫研究報告
3.	提供金控各單位及客戶專業諮詢服務"|['3年以上']|['碩士']|['不拘']|['英文', '--', '聽', '/精通', '說', '/精通']|['不拘']| |https://www.104.com.tw/job/7k1c3?jobsource=jolist_a_relevance
['凱基證券/投顧研究部', '研究助理', '金融與總經', '凱基證券', '凱基銀行']|['中華開發金融控股股份有限公司']|台北市|['待遇面議', '4 萬元']|['金融研究員 ', '券商後線人員 ']|"KGI Securities is looking for research associates (TW Financial sector/Macro and FI Strategy )
Job responsibilities:
1. Will be assigned to support TW Financial analyst and Macro strategy analysts.
2. For TW Financials, major responsibilities include database maintenance, project research, report writing, request replying, and financial model building.
3 .For Macro and FI Strategy, major responsibilities include US monetary policy analysis, Treasury and credit products recommendation, and part of commodities analysis
4. Other responsibilities may include PPT preparation and other ad-hoc requests assigned by analysts."|['不拘']|['大學', '碩士']|['商業及管理學科類']|['英文', '--', '聽', '/精通', '說', '/精通']|['不拘']|"1. Knowledge in TW Financial/ Macroeconomic(Interest rate, FX and commodities) will be a huge plus.
2. Bachelor or Master’s degrees in Finance and Business related major. Accounting or economic related major is a plus but not must.
3. Be able to work under pressure and multitasking if needed.
4. Fluency in spoken and written English is required.
5. Good team player with strong communication skill and detail-oriented personality.
6. Computer skills in Excel, Word and PowerPoint are required, TEJ and Bloomberg skill will be a plus.
7. Strong willingness to learn, highly motivated."|https://www.104.com.tw/job/5t133?jobsource=jolist_b_relevance
['元大銀行', '數位金融部', '客群經營暨數據分析人員', '元大證券', '元大銀']|['元大金融控股股份有限公司', '元大金控']||['待遇面議', '4 萬元']|['市場調查', '市場分析 ', '行銷企劃助理 ']|"•數位客群經營與樣貌分析
•客群行銷活動規劃與執行
•營運指標數據管理及分析
•資料處理、模型建置
•洞察多元數據、協助商機探索"|['1年以上']|['大學以上']|['不拘']|['英文', '--', '聽', '/中等', '說', '/中等']|['不拘']|"•具數據分析1年以上相關工作經驗。
•熟悉SQL與Python。
•熟悉office，擅長excel運用與簡報製作與報告。
•邏輯性強，擅長溝通協調，主動學習、具溝通能力與執行力。"|https://www.104.com.tw/job/7cogh?jobsource=jolist_b_relevance
['金融研究員']|['統一證券投資信託股份有限公司']|台北市|['待遇面議', '4 萬元']|['金融研究員 ']|"1. 協助主管相關新產品研究調查及指數模擬回測等
2. 製作相關報表
3. 主管交辦事項"|['不拘']|['碩士']|['不拘']|['英文', '--', '聽', '/中等', '說', '/中等']|['不拘']|"1. 程式撰寫能力
2. 需有投信投顧業務員證照
3. 具有熱忱、積極、認真的工作態度
"|https://www.104.com.tw/job/7jctk?jobsource=jolist_b_relevance
['6L新光人壽', '國內股票高級分析師']|['新光金融控股股份有限公司', '新光金控']|台北市|['待遇面議', '4 萬元']|['金融研究員 ', '金融交易員 ']|"即時評估所負責之產業及個股訊息，
定期Call 訪公司，並發掘潛力股；
定期撰寫產業及個股研究報告；
管理模擬投資組合，
協助基金經理人指導或覆核分析師之產業及個股研究。"|['5年以上']|['大學', '碩士']|['不拘']|['英文', '--', '聽', '/中等', '說', '/中等']|['不拘']|"1.大學以上畢業，不限科系。
2.5年以上投資研究經驗，及3年以上金融或傳產產業研究經驗。
3.具備英文聽、說、讀、寫能力尤佳
4.具備高級業務員證照，擁有其他專業證照尤佳(國內證券分析師或國外CFA) 
5.請於履歷中加註熟悉或擅長的產業。(熟半導體產業尤佳)"|https://www.104.com.tw/job/4sp9x?jobsource=jolist_c_relevance
['投資管理總處', '信用研究員', '國外固定收益部']|['富邦金融控股股份有限公司']|台北市|['待遇面議', '4 萬元']|['金融研究員 ', '財務分析', '財務人員 ']|"1.產業公司/金融機構之營運狀況與財務報表分析。
2.投資標的之中長期信用研究與及時事件追蹤管理。"|['2年以上']|['碩士以上']|['不拘']|['不拘']|['不拘']|英文聽、說、讀流暢。|https://www.104.com.tw/job/6wp80?jobsource=jolist_c_relevance
['6L新光人壽', '國外債券投資專員', '研究工作']|['新光金融控股股份有限公司', '新光金控']||['35000', '50000']|['金融研究員 ', '金融交易員 ']|"1.從事信用市場基本、資金、政策、技術面分析，撰寫研究報告，提出產業看法。
2.從事個別公司信用分析，判斷信用利差變化趨勢分析，撰寫研究報告，建議個別公司配置。
3.隨時追蹤並呈報所負責公司資訊。
4.學習開發或運用模型或程式，協助檢視信用風險，並提出建議。
5.協助執行單位投資管理及行政相關作業，熟悉並遵守投資流程以及法令遵循。"|['1年以上']|['大學', '碩士']|['財稅金融相關', '經濟學相關', '商業及']|['英文', '--', '聽', '/精通', '說', '/精通']|['不拘']|"1.1年以上財務投資經驗佳。
2.具證券分析師或CFA資格者尤佳。"|https://www.104.com.tw/job/3w5mj?jobsource=jolist_c_relevance
['元大', '場研究部證券分析師', '元大證券', '元大銀行']|['元大金融控股股份有限公司', '元大金控']|台北市|['待遇面議', '4 萬元']|['金融研究員 ']|"【應徵資格】
證照要求：證券分析師或證券高級業務員資格。
工作經歷：證券或其他金融業五年以上經驗。
專業能力：熟悉台股基本面、技術面評價。
個人特質：個性開朗、認真負責、口才流利。
【職務說明】
一、主持每日早會，盤中即時解答分公司疑問。
二、配合集團金控子公司需求辦理全省講座。
三、提出短、中長期投資組合，撰寫月刊及相關投資專題。"|['5年以上']|['大學']|['不拘']|['英文', '--', '聽', '/中等', '說', '/中等']|['不拘']| |https://www.104.com.tw/job/768gq?jobsource=jolist_c_relevance
['商業分析師', 'BA/Business', 'Analyst', '數據科技', '數數發中心,', 'DDT']|['國泰金控', '國泰金融控股股份有限公司']|台北市|['30000', '90000']|['其他專案管理師 ', '產品企劃開發人員 ']|"1. 掌握新趨勢及商業模式，制定符合組織、業務需求之策略藍圖
2. 規劃與設計以「數據驅動」為核心之商業解決方案，並整合跨單位業務合作以實務落地
3. 與數據分析師合作挖掘、洞察客戶行為/屬性，提出符合業務專業的顧問建議，達成商業決策或提升效率 
4. 執行與推動分析型專案的進行，有效組織/配合團隊合作完成專案分析任務"|['3年以上']|['大學以上']|['不拘']|['不拘']|['不拘']|"Must have
1.二年以上策略規劃或企劃工作經驗
2.對新趨勢、市場脈動充滿好奇心，能獨立提出建設性觀點及評估
3.具結構思考、策略規劃之能力，能提出具體解決方案
4.熟悉簡報製作，能以穩健台風與流暢口條進行簡報說明
5.進行跨組織溝通協調、協作能力，能獨立作業
6.面試須準備完整規劃1~2個作品進行規劃脈絡說明

Nice to have
1.參與過企業數位轉型、新創公司或金融業經驗
2.具管顧公司經驗
3.具資料分析、統計模型、機器學習演算法知識者
4.數位產品或服務規劃及開發經驗"|https://www.104.com.tw/job/7de8n?jobsource=jolist_c_relevance
['6L新光人壽', '國內股票高級分析師']|['新光金融控股股份有限公司', '新光金控']|台北市|['待遇面議', '4 萬元']|['金融研究員 ', '金融交易員 ']|"即時評估所負責之產業及個股訊息，
定期Call 訪公司，並發掘潛力股；
定期撰寫產業及個股研究報告；
管理模擬投資組合，
協助基金經理人指導或覆核分析師之產業及個股研究。"|['5年以上']|['大學', '碩士']|['不拘']|['英文', '--', '聽', '/中等', '說', '/中等']|['不拘']|"1.大學以上畢業，不限科系。
2.5年以上投資研究經驗，及3年以上金融或傳產產業研究經驗。
3.具備英文聽、說、讀、寫能力尤佳
4.具備高級業務員證照，擁有其他專業證照尤佳(國內證券分析師或國外CFA) 
5.請於履歷中加註熟悉或擅長的產業。(熟半導體產業尤佳)"|https://www.104.com.tw/job/4sp9x?jobsource=jolist_b_relevance
['凱基證券/財務管理部', '財務分析人員', '凱基證券', '凱基銀行']|['中華開發金融控股股份有限公司']|台北市|['待遇面議', '4 萬元']|['財務分析', '財務人員 ']|"1. 市場資訊蒐集/彙總，績效分析及業務發展規劃與評估
2. 績效分析報表編製、財務預算彙總及管理、財務資訊整合
3. 財務相關事務溝通及協調
4. 各項財務專案處理及支援
5. 財務例行性作業"|['2年以上']|['大學', '碩士']|['會計學相關', '財稅金融相關', '一般商']|['英文', '--', '聽', '/精通', '說', '/精通']|['Excel']|"1. 擅長邏輯分析數字分析
2. 熟悉EXCEL/Power Point (巨集撰寫)
3. 樂於團隊合作，擅人際溝通協調，抗壓性強，責任心強
4. 認真/細心/主動及良好工作態度"|https://www.104.com.tw/job/7hm7m?jobsource=jolist_b_relevance
['資料科學家', 'Data', 'Scientist', '數據科技', '數數發中心,', 'DDT']|['國泰金控', '國泰金融控股股份有限公司']|台北市|['30000', '90000']|['統計精算人員 ', '演算法開發工程師 ', '其他資訊專業人員 ']|"我們是國泰金控-數數發-數據科技部內堅實的工程師團隊，我們團隊正在尋找數據工程菁英，歡迎有相關工作經驗的朋友挑戰！


[我們的團隊文化]
- 團隊特色：我們專注在數據創新、商業分析、資料探索。重視團隊橫向溝通，樂於相互學習也樂於分享，沒有職級之分，主動解決問題。
- 團隊目標：配合數位科技發展目標，開發可落地之新興技術或平台，協助提升公司整體數據技術運用能力。
- 團隊合作：團隊合作上，採取彈性高的團隊合作模式，讓創新與成果導向並重發展；個人發展上，開放在分析與技術領域深入成長的平衡發展。


[主要任務]
1. 機器學習、深度學習或統計分析模型的實作開發，包含數據清洗、特徵工程及探索、模型建置與調參
2. 配合數據技術發展目標，研究與開發可落地實用之新興數據技術，並協助提升金控整體數據技術運用能力


[必要條件]
1. 熟悉 Python
2. 熟悉 SQL statement
3. 熟悉機器學習、深度學習或統計模型
4. 愛好自我學習、探索與分享的態度


(本職務配合公司數據團隊布局策略，若有必要時需至子公司輪調或任務支援)"|['不拘']|['大學以上']|['不拘']|['英文', '--', '聽', '/精通', '說', '/精通']|['不拘']|"[加分條件]
1. 自然語言處理 (NLP)、社群網絡分析 (SNA)、時間序列分析或其他數據分析經驗
2. 具資料視覺化實作經驗與技能
3. 熟悉 Spark, Hadoop & Hive"|https://www.104.com.tw/job/6emjw?jobsource=jolist_d_relevance
['3L新光人壽', '資深', '精算分析專員', '有相關經驗、SOA證照等從優核敍']|['新光金融控股股份有限公司', '新光金控']|台北市|['35000', '50000']|['統計精算人員 ', '金融研究員 ']|"1.經驗分析與精算假設訂定
2.資產負債配合風險研究與評估
3.IFRS17及ICS接軌相關研究與評估"|['不拘']|['大學', '碩士']|['數理統計相關', '財稅金融相關', '商業']|['英文', '--', '聽', '/中等', '說', '/中等']|['不拘']|"【2022新鮮人招募職務】
1.數學、統計、財金相關系所畢業
2.通過精算考試三科以上尤佳"|https://www.104.com.tw/job/42zjd?jobsource=jolist_d_relevance
['數據分析專業人員', 'Data', 'Analyst', '行銷科技小組', '數數發中心,', 'DDT']|['國泰金控', '國泰金融控股股份有限公司']|台北市|['30000', '90000']|['軟體設計工程師 ', '其他資訊專業人員 ']|"1.數據探勘，能夠針對數位會員經營/行銷活動/社群推廣，以數據分析或模型建置等方式挖掘問題或提供建議。
2.加值數據，發想用戶標籤，提升數據分析能量，提供團隊行銷及經營上之協助。
3.以data-driven角度規劃資料蒐集，如app埋碼及整合外部資料，增進數據豐富度。
4.監控app、數位平台日常數據，如產品功能使用率、流量及轉換率，並適時提出分析報告。
5.研究發展新演算法，技術或實驗設計，提升數據分析效度與準度。"|['2年以上']|['大學', '碩士']|['數理統計相關', '應用數學相關', '資訊']|['英文', '--', '聽', '/中等', '說', '/中等']|['不拘']|"1. 具備SQL能力，Python/R能力加分
2. 能進行跨公司、跨團隊溝通，並能清楚傳達數據分析成果與分析思路
3. 具備數據研究報告撰寫及數據視覺化的能力
4. 二年以上工作經驗"|https://www.104.com.tw/job/796gl?jobsource=jolist_d_relevance
['創新科技分析研究人員', '創新科技處']|['富邦金融控股股份有限公司']|台北市|['待遇面議', '4 萬元']|['金融研究員 ', '其他專案管理師 ']|"1.趨勢研究：針對創新科技、金融科技趨勢等提出摘要報告與研究結果
2.創新實例研討：接觸各式新創與新技術科技公司，針對創新科技案例研究，並評估落地可行性分析
3.創新統籌規劃：針對趨勢創新研究報告提出見解，並理解業務內部需求，協助組織金融創新，規劃新商業模式，以及金融科技導入發展計畫
4.研究報告歸檔、分享以及一般行政文書處理"|['3年以上']|['大學', '碩士']|['不拘']|['英文', '--', '聽', '/精通', '說', '/精通']|['不拘']|"顧問或研究機構相關經驗 1 年以上
具備良好的邏輯思考與溝通表達能力
針對創新科技趨勢、案例提出分析見解，並掌握評估可行性之要點，系統化產出分析報告
具備產品研發經驗、參與大型專案評估相關經驗
具至少一年國內外顧問公司、創新研究機構等相關工作經驗
樂於擁抱創新，主動性高、能獨立作業，樂於自我學習、探索與分享
細心及耐心之人格特質"|https://www.104.com.tw/job/7fz83?jobsource=jolist_a_relevance
['6L新光人壽', '國外債券投資專員', '研究工作']|['新光金融控股股份有限公司', '新光金控']||['35000', '50000']|['金融研究員 ', '金融交易員 ']|"1.從事信用市場基本、資金、政策、技術面分析，撰寫研究報告，提出產業看法。
2.從事個別公司信用分析，判斷信用利差變化趨勢分析，撰寫研究報告，建議個別公司配置。
3.隨時追蹤並呈報所負責公司資訊。
4.學習開發或運用模型或程式，協助檢視信用風險，並提出建議。
5.協助執行單位投資管理及行政相關作業，熟悉並遵守投資流程以及法令遵循。"|['1年以上']|['大學', '碩士']|['財稅金融相關', '經濟學相關', '商業及']|['英文', '--', '聽', '/精通', '說', '/精通']|['不拘']|"1.1年以上財務投資經驗佳。
2.具證券分析師或CFA資格者尤佳。"|https://www.104.com.tw/job/3w5mj?jobsource=jolist_d_relevance
['凱基證券/財務管理部', '財務分析人員', '凱基證券', '凱基銀行']|['中華開發金融控股股份有限公司']|台北市|['待遇面議', '4 萬元']|['財務分析', '財務人員 ']|"1. 市場資訊蒐集/彙總，績效分析及業務發展規劃與評估
2. 績效分析報表編製、財務預算彙總及管理、財務資訊整合
3. 財務相關事務溝通及協調
4. 各項財務專案處理及支援
5. 財務例行性作業"|['2年以上']|['大學', '碩士']|['會計學相關', '財稅金融相關', '一般商']|['英文', '--', '聽', '/精通', '說', '/精通']|['Excel']|"1. 擅長邏輯分析數字分析
2. 熟悉EXCEL/Power Point (巨集撰寫)
3. 樂於團隊合作，擅人際溝通協調，抗壓性強，責任心強
4. 認真/細心/主動及良好工作態度"|https://www.104.com.tw/job/7hm7m?jobsource=jolist_d_relevance
['3L新光人壽', '精算分析專案襄理', '有相關經驗、SOA證照等從優核敍']|['新光金融控股股份有限公司', '新光金控']|台北市|['待遇面議', '4 萬元']|['統計精算人員 ', '金融研究員 ']|"1.經驗分析與精算假設訂定
2.資產負債管理策略擬定與執行
3.IFRS17及ICS接軌相關策略擬定與執行
4.臨增專案研究"|['不拘']|['大學', '碩士']|['數理統計相關', '財稅金融相關', '商業']|['英文', '--', '聽', '/中等', '說', '/中等']|['不拘']|"1.數學、統計、財金相關系所畢業
2.通過精算考試四科以上尤佳"|https://www.104.com.tw/job/7iokz?jobsource=jolist_d_relevance
['客群經營分析師']|['4H新光金控', '新光金融控股股份有限公司', '新光金控']||['待遇面議', '4 萬元']|['統計精算人員 ', '金融研究員 ', '市場調查', '市場分析 ']|"<在這裡你將負責的任務>
 (1) 將跨單位團隊商業問題轉變為具體的數據分析需求。
 (2) 具有獨立工作能力，能夠執行分析專案，包含需求訪談、資料收集、資料清理、模型建置與資料視覺化等，並向需求方提出解決方案。
 (3) 收集、分析與整併市場同業數據，並利用BI工具產出報表。
 (4) 在線上/線下不同的數據來源中探索可影響客戶行為的因素，提供有效的決策支援。

<條件要求>
<必要條件>

1. 具有以數據導向思維，可快速處理實務問題，例如定義指標和量化目標。
2. 需熟悉基礎的機器學習方法，並曾用於客戶分析場景，例如分類分群、推薦、流失率預測等。
3. 具有編程技能，例如Python或R且SQL操作熟練。
4. 需熟悉任一BI可視化工具，例如Tableau，Power BI或Superset。
5. 注重細節的團隊合作者，具有良好的溝通與表達能力。

＜加分條件＞

1. 數學，統計學，計算機科學或量化相關領域的學位。
2. 曾經在金融產業工作或是有服務過這些產業客戶資料分析經驗者佳。
3. 個性積極、具有挑戰創新的熱忱、自我管理能力佳，對於數據與分析具有熱情。
4. 具備大數據生態系(Big Data Ecosystem)知識佳，如 Hadoop, Spark, Hive, MongoDB 等。"|['3年以上']|['大學', '碩士']|['不拘']|['英文', '--', '聽', '/中等', '說', '/中等']|['C', 'C++', 'Python']|"1.3年以上數據分析、商機預測、機器學習等工作經驗。
2.SQL、R、Python、熟悉機器學習、深度學習或統計模型。
【專業能力】
• 具備金融市場敏銳度
• 瞭解金融業化相關知識及技術
• 具備專案管理與執行能力
• 熟悉資料庫應用系統之架構與設計
【團隊文化】
1. SPARK: Think Strategically. Be Professional. Be Adaptive. Relationship-led. Keep Going.保持策略思考、具專業性、高適應性、團隊合作，並持續向目標前進
2. Go The Extra Mile.             從做好到不凡
3. Stay Hungry. Stay Foolish.       持續好奇與學習
4. Hack Everything.               樂於拆解問題
5. Embrace Uncertainty.           擁抱變動環境下的機會
6. Think Outside the Box.          突破傳統框架的思考
7. Have A Can-do Attitude.         不自我設限的勇氣
8. Own A Growth Mindset.         自我追求成長的精神"|https://www.104.com.tw/job/6y98y?jobsource=jolist_b_relevance
['凱基證券/投顧研究部', '分析師/研究助理', '凱基證券', '凱基銀行']|['中華開發金融控股股份有限公司']|台北市|['待遇面議', '4 萬元']|['金融研究員 ', '券商後線人員 ']|"1.Independently prepare daily and weekly WM (wealth management) reports covering broad market equity strategy, mainly of Europe, Japan, China/HK & EM Asia markets 
2.Collect off-the-rack materials of other regions/ markets from colleagues, and combine with your part
3.Weekly concall with financial consultants"|['1年以上']|['大學', '碩士']|['商業及管理學科類']|['英文', '--', '聽', '/精通', '說', '/精通']|['不拘']|"1.Buy side research experience is a plus
2.Good team player with strong communication skills and detail-oriented personality
3.Be able to work under pressure
4.Familiarity with Bloomberg, Wind and other database is highly valued"|https://www.104.com.tw/job/7n9z4?jobsource=jolist_b_relevance
['資料科學工程師', 'Java/Scala', '軟體開發', '資料科學實驗室', '數數發中心,', 'DDT']|['國泰金控', '國泰金融控股股份有限公司']|台北市|['40000', '90000']|['軟體設計工程師 ', '其他資訊專業人員 ']|"我們 資料科學實驗室 的文化

- 我們樂於互相分享，也樂於互相學習
- 我們有主動發現問題，主動解決問題的特質
- 我們的討論風氣興盛，沒有階級之分

資料科學實驗室正在尋找 Java/Scala 軟體工程師，將負責數據工程相關的創新技術研究、概念性驗證與產品開發，依照個人技術能力與發展安排，包含但不限如下相關內容：
- 自行研發大數據 ETL 創新產品 Mole 之研究開發,推廣及後續維護
  https://www.ithome.com.tw/news/133440
- 基於 Spark 資料處理技術，參與專案開發"|['不拘']|['大學以上']|['資訊工程相關', '數理統計相關', '數學']|['英文', '--', '聽', '/中等', '說', '/中等']|['Java', 'Scala', 'hadoop', 'Hive']|"[ 必要條件 ]
- 具備 Scala 或 Java 軟體開發經驗
- 具備 Linux 系統的基礎知識及經驗
- 具備資料庫語法及操作資料庫的基礎知識及經驗
- 對大數據處理/數據工程有興趣
- 對 Spark 程式開發有興趣
- 對 Hadoop，Hive 及其相關生態系服務有興趣
[ 加分條件（非必要）]
- 熟悉 Scala 或 Java 軟體開發
- 熟悉 Python 之軟體開發或數據處理
- 熟悉分散式 cluster 服務，如 Hadoop、ELK 、MongoDB 或 Redis 等
- 熟悉大數據資料處理及儲存，如 Spark、Yarn、Hive 或 HBase等
- 具備軟體產品開發經驗
- 具備大量數據處理經驗
- 具備基本機器學習或深度學習相關知識
- 具備程式測試經驗，如單元測試、整合測試"|https://www.104.com.tw/job/6ecm4?jobsource=jolist_d_relevance
['場研究員', '金融商品部']|['永豐金證券股份有限公司']|台北市|['待遇面議', '4 萬元']|['金融研究員 ', '金融交易員 ', '財務分析', '財務人員 ']|"1.總體經濟、國際股市、利率、信用市場分析研究
2.發行公司之追蹤、投資建議及相關議題簡報"|['2年以上']|['大學以上']|['經濟學相關', '財稅金融相關']|['英文', '--', '聽', '/精通', '說', '/精通']|['VBA', 'Excel', 'PowerPoint']|"1.海外金融市場研究員或產品經驗2年以上
2.對標的研究具高度熱忱，擅長分析財務報表
3.良好簡報能力及分析報告能力
4.具Bloomberg操作經驗"|https://www.104.com.tw/job/78tg7?jobsource=jolist_d_relevance
